0.364583333333333	125	562	1474	181	663	1124
0.36875	1027	350	246	230	571	811
0.372916666666667	88	176	131	348	40	177
0.377083333333333	166	1126	1405	1733	839	237
0.38125	1725	1100	1519	151	1289	809
0.385416666666667	1058	121	1735	126	234	467
0.389583333333333	1685	1103	238	562	271	1276
0.39375	571	125	1027	1307	228	88
0.397916666666667	839	177	663	1474	157	195
0.402083333333333	1124	246	230	40	173	190
0.40625	350	151	126	237	1126	1725
0.410416666666666	809	195	166	1276	811	121
0.414583333333333	562	175	467	181	176	1519
0.41875	1027	1733	88	177	131	1405
0.422916666666666	348	839	1103	1100	125	1058
0.427083333333333	40	234	1685	1474	230	228
0.43125	571	1725	663	1307	1124	271
0.435416666666666	173	1289	166	151	1276	246
0.439583333333333	238	175	176	88	1735	121
0.44375	177	181	1126	157	190	562
0.447916666666666	131	839	809	1027	467	195
0.452083333333333	1405	811	1103	1124	1725	126
0.45625	230	237	234	125	1519	1307
0.460416666666666	271	348	1100	121	663	173
0.464583333333333	1058	151	157	1733	571	228
0.46875	190	88	175	1474	350	1126
0.472916666666666	1027	166	40	1276	562	467
0.477083333333333	177	246	1289	1124	1685	1735
0.48125	157	839	195	238	230	1725
